 t   |   price | forecast |   budget |   €.flow |    value |  net.Val | shares | action | reward | state               
 000 |   354.0 |    288.2 |   2200.0 |      0.0 |      0.0 |      0.0 |    0.0 | buy    |    0.0 | EVEN_DOWN_NOTHAVE_PRED_UNK
 001 |   338.2 |    294.5 |   1846.0 |   -354.0 |    338.2 |    -15.8 |    1.0 | buy    |    0.0 | LOSE_DOWN_YESHAVE_PRED_UNK
 002 |   333.7 |    298.5 |   1507.8 |   -692.2 |    667.4 |    -24.9 |    2.0 | sell   |   -1.0 | LOSE_DOWN_YESHAVE_PRED_OOK
 003 |   345.6 |    299.9 |   1841.5 |   -358.6 |    345.6 |    -12.9 |    1.0 | sell   |   -1.0 | LOSE_DOWN_YESHAVE_PRED_NOK
 004 |   343.4 |    302.9 |   2187.1 |    -12.9 |      0.0 |    -12.9 |    0.0 | buy    |    0.0 | LOSE_DOWN_NOTHAVE_PRED_OOK
 005 |   345.6 |    305.4 |   1843.7 |   -356.3 |    345.6 |    -10.7 |    1.0 | sell   |   -1.0 | LOSE_DOWN_YESHAVE_PRED_NOK
 006 |   360.5 |    307.6 |   2189.4 |    -10.7 |      0.0 |    -10.7 |    0.0 | buy    |    0.0 | LOSE_DOWN_NOTHAVE_PRED_NOK
 007 |   392.0 |    312.6 |   1828.9 |   -371.2 |    392.0 |    +20.8 |    1.0 | sell   |  +10.0 | LOSE_DOWN_YESHAVE_PRED_NOK
 008 |   425.5 |    324.8 |   2220.9 |    +20.8 |      0.0 |    +20.8 |    0.0 | buy    |    0.0 | WINN_DOWN_NOTHAVE_PRED_NOK
 009 |   401.5 |    345.3 |   1795.4 |   -404.7 |    401.5 |     -3.2 |    1.0 | sell   |   -1.0 | LOSE_DOWN_YESHAVE_PRED_OOK
 010 |   399.6 |    358.5 |   2196.9 |     -3.2 |      0.0 |     -3.2 |    0.0 | buy    |    0.0 | LOSE_DOWN_NOTHAVE_PRED_OOK
 011 |   399.6 |    365.6 |   1797.3 |   -402.8 |    399.6 |     -3.2 |    1.0 | sell   |   -1.0 | LOSE_DOWN_YESHAVE_PRED_NOK
 012 |   407.3 |    369.0 |   2196.9 |     -3.2 |      0.0 |     -3.2 |    0.0 | buy    |    0.0 | LOSE_DOWN_NOTHAVE_PRED_NOK
 013 |   405.8 |    372.4 |   1789.6 |   -410.5 |    405.8 |     -4.7 |    1.0 | sell   |   -1.0 | LOSE_DOWN_YESHAVE_PRED_OOK
 014 |   418.5 |    374.8 |   2195.3 |     -4.7 |      0.0 |     -4.7 |    0.0 | buy    |    0.0 | LOSE_DOWN_NOTHAVE_PRED_NOK
 015 |   452.1 |    379.4 |   1776.8 |   -423.2 |    452.1 |    +28.9 |    1.0 | sell   |  +10.0 | LOSE_DOWN_YESHAVE_PRED_NOK
 016 |   443.4 |    392.3 |   2229.0 |    +28.9 |      0.0 |    +28.9 |    0.0 | buy    |    0.0 | WINN_DOWN_NOTHAVE_PRED_OOK
 017 |   449.5 |    403.0 |   1785.6 |   -414.5 |    449.5 |    +35.0 |    1.0 | sell   |  +10.0 | LOSE_DOWN_YESHAVE_PRED_NOK
 018 |   464.2 |    412.1 |   2235.1 |    +35.0 |      0.0 |    +35.0 |    0.0 | buy    |    0.0 | WINN_DOWN_NOTHAVE_PRED_NOK
 019 |   453.1 |    422.6 |   1770.8 |   -429.2 |    453.1 |    +23.9 |    1.0 | sell   |  +10.0 | LOSE_DOWN_YESHAVE_PRED_OOK
 020 |   454.1 |    428.2 |   2223.9 |    +23.9 |      0.0 |    +23.9 |    0.0 | buy    |    0.0 | WINN_DOWN_NOTHAVE_PRED_NOK
 021 |   468.0 |    431.2 |   1769.8 |   -430.2 |    468.0 |    +37.8 |    1.0 | sell   |  +10.0 | LOSE_DOWN_YESHAVE_PRED_NOK
 022 |   486.9 |    436.5 |   2237.8 |    +37.8 |      0.0 |    +37.8 |    0.0 | buy    |    0.0 | WINN_DOWN_NOTHAVE_PRED_NOK
 023 |   486.9 |    446.6 |   1750.9 |   -449.1 |    486.9 |    +37.8 |    1.0 | sell   |  +10.0 | LOSE_DOWN_YESHAVE_PRED_NOK
 024 |   454.6 |    456.1 |   2237.8 |    +37.8 |      0.0 |    +37.8 |    0.0 | buy    |    0.0 | WINN_GOUP_NOTHAVE_PRED_OOK
 025 |   429.1 |    454.2 |   1783.2 |   -416.9 |    429.1 |    +12.3 |    1.0 | sell   |  +10.0 | LOSE_GOUP_YESHAVE_PRED_NOK
 026 |   429.1 |    442.1 |   2212.3 |    +12.3 |      0.0 |    +12.3 |    0.0 | buy    |    0.0 | WINN_GOUP_NOTHAVE_PRED_OOK
 027 |   449.8 |    429.6 |   1783.2 |   -416.9 |    449.8 |    +32.9 |    1.0 | sell   |  +10.0 | LOSE_DOWN_YESHAVE_PRED_OOK
 028 |   457.0 |    425.3 |   2232.9 |    +32.9 |      0.0 |    +32.9 |    0.0 | buy    |    0.0 | WINN_DOWN_NOTHAVE_PRED_NOK
 029 |   436.5 |    426.5 |   1775.9 |   -424.1 |    436.5 |    +12.4 |    1.0 | sell   |  +10.0 | LOSE_DOWN_YESHAVE_PRED_OOK
 030 |   436.4 |    423.5 |   2212.4 |    +12.4 |      0.0 |    +12.4 |    0.0 | buy    |    0.0 | WINN_DOWN_NOTHAVE_PRED_OOK
 031 |   430.3 |    419.6 |   1776.0 |   -424.0 |    430.3 |     +6.3 |    1.0 | sell   |  +10.0 | LOSE_DOWN_YESHAVE_PRED_OOK
 032 |   396.1 |    414.6 |   2206.3 |     +6.3 |      0.0 |     +6.3 |    0.0 | buy    |    0.0 | WINN_GOUP_NOTHAVE_PRED_OOK
 033 |   411.0 |    401.6 |   1810.2 |   -389.8 |    411.0 |    +21.2 |    1.0 | sell   |  +10.0 | LOSE_DOWN_YESHAVE_PRED_OOK
 034 |   425.5 |    392.7 |   2221.2 |    +21.2 |      0.0 |    +21.2 |    0.0 | buy    |    0.0 | WINN_DOWN_NOTHAVE_PRED_NOK
 035 |   410.1 |    390.9 |   1795.7 |   -404.3 |    410.1 |     +5.8 |    1.0 | sell   |  +10.0 | LOSE_DOWN_YESHAVE_PRED_OOK
 036 |   392.0 |    387.8 |   2205.8 |     +5.8 |      0.0 |     +5.8 |    0.0 | buy    |    0.0 | WINN_DOWN_NOTHAVE_PRED_OOK
 037 |   386.1 |    380.3 |   1813.8 |   -386.2 |    386.1 |     -0.1 |    1.0 | sell   |   -1.0 | LOSE_DOWN_YESHAVE_PRED_OOK
 038 |   382.3 |    371.5 |   2199.9 |     -0.1 |      0.0 |     -0.1 |    0.0 | buy    |    0.0 | LOSE_DOWN_NOTHAVE_PRED_OOK
 039 |   382.3 |    363.2 |   1817.6 |   -382.4 |    382.3 |     -0.1 |    1.0 | sell   |   -1.0 | LOSE_DOWN_YESHAVE_PRED_NOK
 040 |   360.8 |    356.7 |   2199.9 |     -0.1 |      0.0 |     -0.1 |    0.0 | buy    |    0.0 | LOSE_DOWN_NOTHAVE_PRED_OOK
 041 |   371.1 |    347.0 |   1839.1 |   -360.9 |    371.1 |    +10.2 |    1.0 | sell   |  +10.0 | LOSE_DOWN_YESHAVE_PRED_NOK
 042 |   369.9 |    340.8 |   2210.2 |    +10.2 |      0.0 |    +10.2 |    0.0 | buy    |    0.0 | WINN_DOWN_NOTHAVE_PRED_OOK
 043 |   358.2 |    336.9 |   1840.3 |   -359.7 |    358.2 |     -1.4 |    1.0 | sell   |   -1.0 | LOSE_DOWN_YESHAVE_PRED_OOK
 044 |   369.0 |    332.0 |   2198.6 |     -1.4 |      0.0 |     -1.4 |    0.0 | buy    |    0.0 | LOSE_DOWN_NOTHAVE_PRED_NOK
 045 |   373.6 |    330.1 |   1829.6 |   -370.4 |    373.6 |     +3.2 |    1.0 | sell   |  +10.0 | LOSE_DOWN_YESHAVE_PRED_NOK
 046 |   414.1 |    330.6 |   2203.2 |     +3.2 |      0.0 |     +3.2 |    0.0 | buy    |    0.0 | WINN_DOWN_NOTHAVE_PRED_NOK
 047 |   414.1 |    341.2 |   1789.0 |   -411.0 |    414.1 |     +3.2 |    1.0 | sell   |  +10.0 | LOSE_DOWN_YESHAVE_PRED_NOK
 048 |   413.2 |    353.0 |   2203.2 |     +3.2 |      0.0 |     +3.2 |    0.0 | buy    |    0.0 | WINN_DOWN_NOTHAVE_PRED_OOK
 049 |   406.2 |    362.2 |   1789.9 |   -410.1 |    406.2 |     -3.8 |    1.0 | sell   |   -1.0 | LOSE_DOWN_YESHAVE_PRED_OOK
 050 |   372.2 |    366.8 |   2196.2 |     -3.8 |      0.0 |     -3.8 |    0.0 | buy    |    0.0 | LOSE_DOWN_NOTHAVE_PRED_OOK
 051 |   368.9 |    360.8 |   1824.0 |   -376.0 |    368.9 |     -7.1 |    1.0 | sell   |   -1.0 | LOSE_DOWN_YESHAVE_PRED_OOK
 052 |   363.1 |    352.1 |   2192.9 |     -7.1 |      0.0 |     -7.1 |    0.0 | buy    |    0.0 | LOSE_DOWN_NOTHAVE_PRED_OOK
 053 |   352.4 |    343.3 |   1829.8 |   -370.2 |    352.4 |    -17.8 |    1.0 | sell   |   -1.0 | LOSE_DOWN_YESHAVE_PRED_OOK
 054 |   371.1 |    333.8 |   2182.2 |    -17.8 |      0.0 |    -17.8 |    0.0 | buy    |    0.0 | LOSE_DOWN_NOTHAVE_PRED_NOK
 055 |   388.1 |    330.2 |   1811.1 |   -388.9 |    388.1 |     -0.8 |    1.0 | sell   |   -1.0 | LOSE_DOWN_YESHAVE_PRED_NOK
 056 |   400.0 |    333.1 |   2199.2 |     -0.8 |      0.0 |     -0.8 |    0.0 | buy    |    0.0 | LOSE_DOWN_NOTHAVE_PRED_NOK
 057 |   380.1 |    340.1 |   1799.2 |   -400.8 |    380.1 |    -20.7 |    1.0 | sell   |   -1.0 | LOSE_DOWN_YESHAVE_PRED_OOK
 058 |   384.8 |    342.4 |   2179.3 |    -20.7 |      0.0 |    -20.7 |    0.0 | buy    |    0.0 | LOSE_DOWN_NOTHAVE_PRED_NOK
 059 |   384.8 |    343.6 |   1794.5 |   -405.5 |    384.8 |    -20.7 |    1.0 | sell   |   -1.0 | LOSE_DOWN_YESHAVE_PRED_NOK
 060 |   367.9 |    344.3 |   2179.3 |    -20.7 |      0.0 |    -20.7 |    0.0 | buy    |    0.0 | LOSE_DOWN_NOTHAVE_PRED_OOK
 061 |   367.4 |    341.2 |   1811.4 |   -388.6 |    367.4 |    -21.2 |    1.0 | sell   |   -1.0 | LOSE_DOWN_YESHAVE_PRED_OOK
 062 |   367.4 |    337.5 |   2178.8 |    -21.2 |      0.0 |    -21.2 |    0.0 | buy    |    0.0 | LOSE_DOWN_NOTHAVE_PRED_NOK
 063 |   356.2 |    334.9 |   1811.4 |   -388.6 |    356.2 |    -32.4 |    1.0 | sell   |   -1.0 | LOSE_DOWN_YESHAVE_PRED_OOK
 064 |   361.6 |    330.6 |   2167.6 |    -32.4 |      0.0 |    -32.4 |    0.0 | buy    |    0.0 | LOSE_DOWN_NOTHAVE_PRED_NOK
 065 |   368.6 |    327.9 |   1806.1 |   -393.9 |    368.6 |    -25.3 |    1.0 | sell   |   -1.0 | LOSE_DOWN_YESHAVE_PRED_NOK
 066 |   364.3 |    327.9 |   2174.7 |    -25.3 |      0.0 |    -25.3 |    0.0 | buy    |    0.0 | LOSE_DOWN_NOTHAVE_PRED_OOK
 067 |   347.0 |    327.7 |   1810.4 |   -389.6 |    347.0 |    -42.6 |    1.0 | sell   |   -1.0 | LOSE_DOWN_YESHAVE_PRED_OOK
 068 |   353.0 |    323.4 |   2157.4 |    -42.6 |      0.0 |    -42.6 |    0.0 | buy    |    0.0 | LOSE_DOWN_NOTHAVE_PRED_NOK
 069 |   357.5 |    320.0 |   1804.4 |   -395.6 |    357.5 |    -38.1 |    1.0 | sell   |   -1.0 | LOSE_DOWN_YESHAVE_PRED_NOK
 070 |   366.9 |    318.7 |   2161.9 |    -38.1 |      0.0 |    -38.1 |    0.0 | buy    |    0.0 | LOSE_DOWN_NOTHAVE_PRED_NOK
 071 |   366.9 |    320.2 |   1795.1 |   -405.0 |    366.9 |    -38.1 |    1.0 | sell   |   -1.0 | LOSE_DOWN_YESHAVE_PRED_NOK
 072 |   354.1 |    322.5 |   2161.9 |    -38.1 |      0.0 |    -38.1 |    0.0 | buy    |    0.0 | LOSE_DOWN_NOTHAVE_PRED_OOK
 073 |   353.1 |    321.8 |   1807.8 |   -392.2 |    353.1 |    -39.2 |    1.0 | sell   |   -1.0 | LOSE_DOWN_YESHAVE_PRED_OOK
 074 |   343.8 |    320.0 |   2160.8 |    -39.2 |      0.0 |    -39.2 |    0.0 | buy    |    0.0 | LOSE_DOWN_NOTHAVE_PRED_OOK
 075 |   337.1 |    316.2 |   1817.1 |   -382.9 |    337.1 |    -45.8 |    1.0 | sell   |   -1.0 | LOSE_DOWN_YESHAVE_PRED_OOK
 076 |   336.8 |    311.1 |   2154.2 |    -45.8 |      0.0 |    -45.8 |    0.0 | buy    |    0.0 | LOSE_DOWN_NOTHAVE_PRED_OOK
 077 |   343.6 |    306.6 |   1817.4 |   -382.6 |    343.6 |    -39.0 |    1.0 | sell   |   -1.0 | LOSE_DOWN_YESHAVE_PRED_NOK
 078 |   357.9 |    304.7 |   2161.0 |    -39.0 |      0.0 |    -39.0 |    0.0 | buy    |    0.0 | LOSE_DOWN_NOTHAVE_PRED_NOK
 079 |   342.6 |    307.1 |   1803.0 |   -397.0 |    342.6 |    -54.3 |    1.0 | sell   |   -1.0 | LOSE_DOWN_YESHAVE_PRED_OOK
 080 |   347.6 |    307.3 |   2145.7 |    -54.3 |      0.0 |    -54.3 |    0.0 | buy    |    0.0 | LOSE_DOWN_NOTHAVE_PRED_NOK
 081 |   338.8 |    307.5 |   1798.1 |   -401.9 |    338.8 |    -63.1 |    1.0 | sell   |   -1.0 | LOSE_DOWN_YESHAVE_PRED_OOK
 082 |   334.6 |    305.8 |   2136.9 |    -63.1 |      0.0 |    -63.1 |    0.0 | buy    |    0.0 | LOSE_DOWN_NOTHAVE_PRED_OOK
 083 |   334.6 |    303.0 |   1802.3 |   -397.8 |    334.6 |    -63.1 |    1.0 | sell   |   -1.0 | LOSE_DOWN_YESHAVE_PRED_NOK
 084 |   329.5 |    300.4 |   2136.9 |    -63.1 |      0.0 |    -63.1 |    0.0 | buy    |    0.0 | LOSE_DOWN_NOTHAVE_PRED_OOK
 085 |   328.4 |    297.4 |   1807.4 |   -392.6 |    328.4 |    -64.2 |    1.0 | sell   |   -1.0 | LOSE_DOWN_YESHAVE_PRED_OOK
 086 |   337.0 |    294.7 |   2135.8 |    -64.2 |      0.0 |    -64.2 |    0.0 | buy    |    0.0 | LOSE_DOWN_NOTHAVE_PRED_NOK
 087 |   353.4 |    294.5 |   1798.8 |   -401.2 |    353.4 |    -47.8 |    1.0 | sell   |   -1.0 | LOSE_DOWN_YESHAVE_PRED_NOK
 088 |   378.2 |    298.7 |   2152.2 |    -47.8 |      0.0 |    -47.8 |    0.0 | buy    |    0.0 | LOSE_DOWN_NOTHAVE_PRED_NOK
 089 |   377.9 |    309.0 |   1774.0 |   -426.1 |    377.9 |    -48.2 |    1.0 | sell   |   -1.0 | LOSE_DOWN_YESHAVE_PRED_OOK
 090 |   403.7 |    319.2 |   2151.8 |    -48.2 |      0.0 |    -48.2 |    0.0 | buy    |    0.0 | LOSE_DOWN_NOTHAVE_PRED_NOK
 091 |   371.8 |    333.1 |   1748.1 |   -451.9 |    371.8 |    -80.1 |    1.0 | sell   |   -1.0 | LOSE_DOWN_YESHAVE_PRED_OOK
 092 |   353.9 |    338.4 |   2119.9 |    -80.1 |      0.0 |    -80.1 |    0.0 | buy    |    0.0 | LOSE_DOWN_NOTHAVE_PRED_OOK
 093 |   367.9 |    335.6 |   1766.0 |   -434.0 |    367.9 |    -66.0 |    1.0 | sell   |   -1.0 | LOSE_DOWN_YESHAVE_PRED_NOK
 094 |   370.1 |    334.2 |   2134.0 |    -66.0 |      0.0 |    -66.0 |    0.0 | buy    |    0.0 | LOSE_DOWN_NOTHAVE_PRED_NOK
 095 |   390.6 |    334.2 |   1763.9 |   -436.1 |    390.6 |    -45.5 |    1.0 | sell   |   -1.0 | LOSE_DOWN_YESHAVE_PRED_NOK
 096 |   382.1 |    339.5 |   2154.5 |    -45.5 |      0.0 |    -45.5 |    0.0 | buy    |    0.0 | LOSE_DOWN_NOTHAVE_PRED_OOK
 097 |   381.1 |    343.5 |   1772.4 |   -427.6 |    381.1 |    -46.5 |    1.0 | sell   |   -1.0 | LOSE_DOWN_YESHAVE_PRED_OOK
 098 |   381.1 |    346.0 |   2153.5 |    -46.5 |      0.0 |    -46.5 |    0.0 | buy    |    0.0 | LOSE_DOWN_NOTHAVE_PRED_NOK
 099 |   376.4 |    347.6 |   1772.4 |   -427.6 |    376.4 |    -51.2 |    1.0 | sell   |   -1.0 | LOSE_DOWN_YESHAVE_PRED_OOK
 100 |   387.2 |    347.4 |   2148.9 |    -51.2 |      0.0 |    -51.2 |    0.0 | buy    |    0.0 | LOSE_DOWN_NOTHAVE_PRED_NOK
 101 |   386.8 |    349.2 |   1761.6 |   -438.4 |    386.8 |    -51.6 |    1.0 | sell   |   -1.0 | LOSE_DOWN_YESHAVE_PRED_OOK
 102 |   384.0 |    351.2 |   2148.4 |    -51.6 |      0.0 |    -51.6 |    0.0 | buy    |    0.0 | LOSE_DOWN_NOTHAVE_PRED_OOK
 103 |   386.0 |    352.0 |   1764.4 |   -435.6 |    386.0 |    -49.6 |    1.0 | sell   |   -1.0 | LOSE_DOWN_YESHAVE_PRED_NOK
 104 |   395.4 |    353.0 |   2150.4 |    -49.6 |      0.0 |    -49.6 |    0.0 | buy    |    0.0 | LOSE_DOWN_NOTHAVE_PRED_NOK
 105 |   383.4 |    356.1 |   1755.1 |   -444.9 |    383.4 |    -61.5 |    1.0 | sell   |   -1.0 | LOSE_DOWN_YESHAVE_PRED_OOK
 106 |   381.2 |    356.5 |   2138.5 |    -61.5 |      0.0 |    -61.5 |    0.0 | buy    |    0.0 | LOSE_DOWN_NOTHAVE_PRED_OOK
 107 |   382.5 |    355.4 |   1757.3 |   -442.7 |    382.5 |    -60.2 |    1.0 | sell   |   -1.0 | LOSE_DOWN_YESHAVE_PRED_NOK
 108 |   376.2 |    354.5 |   2139.8 |    -60.2 |      0.0 |    -60.2 |    0.0 | buy    |    0.0 | LOSE_DOWN_NOTHAVE_PRED_OOK
 109 |   376.3 |    352.5 |   1763.6 |   -436.5 |    376.3 |    -60.2 |    1.0 | sell   |   -1.0 | LOSE_DOWN_YESHAVE_PRED_NOK
 110 |   386.6 |    350.7 |   2139.9 |    -60.2 |      0.0 |    -60.2 |    0.0 | buy    |    0.0 | LOSE_DOWN_NOTHAVE_PRED_NOK
 111 |   386.5 |    351.6 |   1753.3 |   -446.7 |    386.5 |    -60.2 |    1.0 | sell   |   -1.0 | LOSE_DOWN_YESHAVE_PRED_OOK
 112 |   383.2 |    353.2 |   2139.8 |    -60.2 |      0.0 |    -60.2 |    0.0 | buy    |    0.0 | LOSE_DOWN_NOTHAVE_PRED_OOK
 113 |   387.6 |    354.0 |   1756.6 |   -443.4 |    387.6 |    -55.8 |    1.0 | sell   |   -1.0 | LOSE_DOWN_YESHAVE_PRED_NOK
 114 |   381.8 |    355.4 |   2144.2 |    -55.8 |      0.0 |    -55.8 |    0.0 | buy    |    0.0 | LOSE_DOWN_NOTHAVE_PRED_OOK
 115 |   381.8 |    355.5 |   1762.5 |   -437.6 |    381.8 |    -55.8 |    1.0 | sell   |   -1.0 | LOSE_DOWN_YESHAVE_PRED_NOK
 116 |   383.8 |    355.2 |   2144.3 |    -55.8 |      0.0 |    -55.8 |    0.0 | buy    |    0.0 | LOSE_DOWN_NOTHAVE_PRED_NOK
 117 |   382.5 |    355.4 |   1760.5 |   -439.5 |    382.5 |    -57.0 |    1.0 | sell   |   -1.0 | LOSE_DOWN_YESHAVE_PRED_OOK
 118 |   387.1 |    355.6 |   2143.0 |    -57.0 |      0.0 |    -57.0 |    0.0 | buy    |    0.0 | LOSE_DOWN_NOTHAVE_PRED_NOK
 119 |   387.1 |    356.8 |   1755.9 |   -444.1 |    387.1 |    -57.0 |    1.0 | sell   |   -1.0 | LOSE_DOWN_YESHAVE_PRED_NOK
 120 |   406.6 |    358.0 |   2143.0 |    -57.0 |      0.0 |    -57.0 |    0.0 | buy    |    0.0 | LOSE_DOWN_NOTHAVE_PRED_NOK
 121 |   400.3 |    363.5 |   1736.4 |   -463.6 |    400.3 |    -63.3 |    1.0 | sell   |   -1.0 | LOSE_DOWN_YESHAVE_PRED_OOK
 122 |   395.0 |    367.7 |   2136.7 |    -63.3 |      0.0 |    -63.3 |    0.0 | buy    |    0.0 | LOSE_DOWN_NOTHAVE_PRED_OOK
 123 |   391.0 |    369.2 |   1741.7 |   -458.3 |    391.0 |    -67.3 |    1.0 | sell   |   -1.0 | LOSE_DOWN_YESHAVE_PRED_OOK
 124 |   390.6 |    368.8 |   2132.7 |    -67.3 |      0.0 |    -67.3 |    0.0 | buy    |    0.0 | LOSE_DOWN_NOTHAVE_PRED_OOK
 125 |   380.6 |    368.0 |   1742.2 |   -457.9 |    380.6 |    -77.2 |    1.0 | sell   |   -1.0 | LOSE_DOWN_YESHAVE_PRED_OOK
 126 |   386.6 |    365.2 |   2122.8 |    -77.2 |      0.0 |    -77.2 |    0.0 | buy    |    0.0 | LOSE_DOWN_NOTHAVE_PRED_NOK
 127 |   387.2 |    363.8 |   1736.1 |   -463.9 |    387.2 |    -76.6 |    1.0 | sell   |   -1.0 | LOSE_DOWN_YESHAVE_PRED_NOK
 128 |   377.1 |    363.5 |   2123.4 |    -76.6 |      0.0 |    -76.6 |    0.0 | buy    |    0.0 | LOSE_DOWN_NOTHAVE_PRED_OOK
 129 |   377.2 |    361.2 |   1746.3 |   -453.7 |    377.2 |    -76.5 |    1.0 | sell   |   -1.0 | LOSE_DOWN_YESHAVE_PRED_NOK
 130 |   371.9 |    358.9 |   2123.5 |    -76.5 |      0.0 |    -76.5 |    0.0 | buy    |    0.0 | LOSE_DOWN_NOTHAVE_PRED_OOK
 131 |   371.9 |    355.9 |   1751.6 |   -448.4 |    371.9 |    -76.5 |    1.0 | sell   |   -1.0 | LOSE_DOWN_YESHAVE_PRED_NOK
